Corr,Fraction,Item ID,Realm,pvp,alliance,horde,Item Name,classid,classname,subclassid,subclassname,qualityid,qualityname
0.708990340945275,alliance,21885.0,kelthuzad,pvp,205889,12691,Primal Water,7,Trade Goods,10,Elemental,2,Uncommon
0.7166628940005924,alliance,24653.0,kelthuzad,pvp,205889,12691,Consortium Sash,4,Armor,1,Cloth,2,Uncommon
0.7432524525223705,alliance,24889.0,kelthuzad,pvp,205889,12691,Skettis Gauntlets,4,Armor,3,Mail,2,Uncommon
0.7169387238844649,alliance,25098.0,kelthuzad,pvp,205889,12691,Tuurik Torch,4,Armor,0,Miscellaneous,2,Uncommon
0.7438170893106926,horde,25098.0,frostmourne,pvp,156557,85711,Tuurik Torch,4,Armor,0,Miscellaneous,2,Uncommon
0.8257932224990003,alliance,36232.0,kelthuzad,pvp,205889,12691,Trapper Leggings,4,Armor,3,Mail,2,Uncommon
0.7397998565186023,alliance,36414.0,kelthuzad,pvp,205889,12691,Mammoth Fur Cloak,4,Armor,1,Cloth,2,Uncommon
0.8002259465377998,alliance,36638.0,kelthuzad,pvp,205889,12691,Bloody Crossbow,2,Weapon,18,Crossbow,2,Uncommon
-0.7854066007970911,alliance,45562.0,kelthuzad,pvp,205889,12691,Boots of Living Scale,4,Armor,3,Mail,4,Epic
0.7079761294024618,alliance,50447.0,kelthuzad,pvp,205889,12691,Harbinger's Bone Band,4,Armor,0,Miscellaneous,4,Epic
0.7439024886444191,alliance,54443.0,kelthuzad,pvp,205889,12691,Embersilk Bag,1,Container,0,Bag,2,Uncommon
0.7267308554937716,alliance,55467.0,kelthuzad,pvp,205889,12691,Bladefist Greatsword,2,Weapon,8,Sword,2,Uncommon
0.7649208201550466,alliance,55491.0,kelthuzad,pvp,205889,12691,Direforge Vambraces,4,Armor,4,Plate,2,Uncommon
0.7031929782318664,alliance,62782.0,kelthuzad,pvp,205889,12691,Dragon Flank,7,Trade Goods,8,Cooking,1,Common
-0.7088977059785447,alliance,82774.0,kelthuzad,pvp,205889,12691,Jade Owl,15,Junk,2,Companion Pets,3,Rare
0.7198922694930964,alliance,1481.0,kelthuzad,pvp,205889,12691,Grimclaw,2,Weapon,0,Axe,3,Rare
0.7897261543318309,alliance,14724.0,kelthuzad,pvp,205889,12691,War Paint Cloak,4,Armor,1,Cloth,2,Uncommon
0.7397937438127125,alliance,36357.0,kelthuzad,pvp,205889,12691,Frostpaw Armor,4,Armor,4,Plate,2,Uncommon
0.7558155695720604,alliance,4317.0,kelthuzad,pvp,205889,12691,Phoenix Pants,4,Armor,1,Cloth,2,Uncommon
0.8159568940869263,alliance,12976.0,kelthuzad,pvp,205889,12691,Ironpatch Blade,2,Weapon,7,Sword,3,Rare
0.7381744096551521,alliance,31131.0,kelthuzad,pvp,205889,12691,Sash of Silent Blades,4,Armor,2,Leather,3,Rare
0.7093353601836827,alliance,31187.0,kelthuzad,pvp,205889,12691,Boots of the Pathfinder,4,Armor,3,Mail,3,Rare
-0.7067096445150457,alliance,38903.0,kelthuzad,pvp,205889,12691,Enchant Bracer - Spellpower,0,Consumable,6,Item Enhancement,1,Common
-0.7463776373738825,alliance,12794.0,kelthuzad,pvp,205889,12691,Masterwork Stormhammer,2,Weapon,4,Mace,3,Rare
0.7242694940186234,alliance,15639.0,kelthuzad,pvp,205889,12691,Ironhide Bracers,4,Armor,3,Mail,2,Uncommon
0.7145563720592679,alliance,36120.0,kelthuzad,pvp,205889,12691,Taunka Legguards,4,Armor,2,Leather,2,Uncommon
0.7401068814930937,alliance,57.0,kelthuzad,pvp,205889,12691,Acolyte's Robe,4,Armor,1,Cloth,1,Common
0.8063941096578677,alliance,4597.0,kelthuzad,pvp,205889,12691,Recipe: Discolored Healing Potion,9,Book,6,Alchemy,2,Uncommon
0.7262551982466975,alliance,25157.0,kelthuzad,pvp,205889,12691,Serpentlord Claymore,2,Weapon,8,Sword,2,Uncommon
0.8169738327709315,alliance,2287.0,kelthuzad,pvp,205889,12691,Haunch of Meat,0,Consumable,5,Food & Drink,1,Common
0.7293092915853192,alliance,14457.0,kelthuzad,pvp,205889,12691,Elunarian Cuffs,4,Armor,1,Cloth,2,Uncommon
0.7529255858872965,alliance,25905.0,kelthuzad,pvp,205889,12691,Design: Tenacious Earthstorm Diamond,9,Book,10,Jewelcrafting,3,Rare
0.7134270367079661,alliance,25905.0,proudmoore,pve,183898,39206,Design: Tenacious Earthstorm Diamond,9,Book,10,Jewelcrafting,3,Rare
0.7980264617172146,horde,17010.0,kelthuzad,pvp,205889,12691,Fiery Core,7,Trade Goods,11,Other,3,Rare
0.7410755548238821,alliance,36908.0,illidan,pvp,8654,277172,Frost Lotus,7,Trade Goods,9,Herb,2,Uncommon
-0.7186955544324131,horde,4232.0,illidan,pvp,8654,277172,Medium Hide,7,Trade Goods,6,Leather,1,Common
0.7638142694929146,horde,7449.0,illidan,pvp,8654,277172,Pattern: Dusky Leather Leggings,9,Book,1,Leatherworking,2,Uncommon
-0.7470015196831022,horde,7546.0,illidan,pvp,8654,277172,Champion's Girdle,4,Armor,3,Mail,2,Uncommon
0.7230706295355437,horde,9947.0,illidan,pvp,8654,277172,Chieftain's Belt,4,Armor,2,Leather,2,Uncommon
0.7233714788177259,horde,9950.0,illidan,pvp,8654,277172,Chieftain's Breastplate,4,Armor,2,Leather,2,Uncommon
0.7925749588269134,horde,10546.0,illidan,pvp,8654,277172,Deadly Scope,7,Trade Goods,3,Devices,1,Common
0.739472353669496,horde,14458.0,illidan,pvp,8654,277172,Elunarian Boots,4,Armor,1,Cloth,2,Uncommon
0.7210784522516315,horde,24617.0,illidan,pvp,8654,277172,Vindicator Cap,4,Armor,1,Cloth,2,Uncommon
-0.7014512649164283,horde,24755.0,illidan,pvp,8654,277172,Daggerfen Pauldrons,4,Armor,2,Leather,2,Uncommon
0.7170384243292471,horde,24922.0,illidan,pvp,8654,277172,Grimscale Helm,4,Armor,4,Plate,2,Uncommon
-0.7022949997916398,horde,38814.0,illidan,pvp,8654,277172,Enchant Weapon - Lesser Elemental Slayer,0,Consumable,6,Item Enhancement,3,Rare
-0.7104444354954661,horde,38938.0,illidan,pvp,8654,277172,Enchant Bracer - Lesser Assault,0,Consumable,6,Item Enhancement,1,Common
0.8083014857371726,horde,42460.0,illidan,pvp,8654,277172,Glyph of Demon Training,16,Glyph,9,Warlock,1,Common
0.7943010528829341,horde,44262.0,illidan,pvp,8654,277172,Three of Prisms,12,Quest,0,Quest,3,Rare
0.7649808027499795,horde,45753.0,illidan,pvp,8654,277172,Glyph of Dispersion,16,Glyph,5,Priest,1,Common
0.7126423946287994,horde,63420.0,illidan,pvp,8654,277172,Glyph of Vanish,16,Glyph,4,Rogue,1,Common
0.7360010005533573,horde,68778.0,illidan,pvp,8654,277172,Agile Shadowspirit Diamond,3,Gem,6,Meta,3,Rare
0.7806649159769599,horde,71840.0,illidan,pvp,8654,277172,Deadly Lava Coral,3,Gem,5,Orange,4,Epic
-0.774216617792061,horde,82470.0,illidan,pvp,8654,277172,Ancient Tome of Portal: Dalaran,9,Book,0,Book,3,Rare
0.7544309528888532,horde,2312.0,illidan,pvp,8654,277172,Fine Leather Gloves,4,Armor,2,Leather,2,Uncommon
-0.7003227704869599,horde,9210.0,illidan,pvp,8654,277172,Ghost Dye,7,Trade Goods,11,Other,1,Common
-0.7252755468553627,horde,18222.0,illidan,pvp,8654,277172,Thorny Vine,15,Junk,0,Junk,0,Poor
0.8073079671067711,horde,38436.0,illidan,pvp,8654,277172,Frostscale Bracers,4,Armor,3,Mail,2,Uncommon
0.8483178405286735,horde,44263.0,illidan,pvp,8654,277172,Four of Prisms,12,Quest,0,Quest,3,Rare
0.7464868839680485,horde,44263.0,proudmoore,pve,183898,39206,Four of Prisms,12,Quest,0,Quest,3,Rare
0.7928532609396899,horde,44265.0,illidan,pvp,8654,277172,Six of Prisms,12,Quest,0,Quest,3,Rare
-0.7706382428484487,horde,94059.0,illidan,pvp,8654,277172,Exiled Dabbler's Cinch,4,Armor,1,Cloth,2,Uncommon
