Item ID,VPrice
30727.0,8.5858
38419.0,2.3646
40955.0,2.6444
8346.0,0.7551
14434.0,1.5236
38440.0,2.4964000000000004
7063.0,0.8297
7064.0,0.4523
8108.0,0.6326
14163.0,0.2044
14235.0,0.3149
14965.0,0.7832
62103.0,2.0106
75065.0,14.0532
82075.0,7.9089
82141.0,8.343399999999999
49.0,0.0001
37764.0,4.105
43129.0,3.9582
49408.0,0.0002
93433.0,17.873900000000006
6833.0,0.0
6835.0,0.0001
40942.0,2.4
93439.0,16.6014
43255.0,2.5024
15055.0,2.1616
82293.0,13.2489
20818.0,0.0625
82196.0,8.2831
25656.0,4.2912
36146.0,3.6709
2584.0,0.0248
14792.0,0.8166000000000001
24744.0,2.2577
14790.0,1.8781
36369.0,5.4053
2989.0,0.1168
3020.0,0.3711
4041.0,0.5501
4721.0,0.3926
4731.0,0.5343
6430.0,1.2738
6547.0,0.0314
7458.0,0.4618
7465.0,0.6747000000000001
8139.0,0.5375
10070.0,2.1675
10139.0,2.322
10227.0,3.0477
10257.0,2.1988
10261.0,2.2619
10377.0,1.4041
13132.0,0.8509
14090.0,0.0209
14255.0,0.4627
14312.0,2.2841000000000005
14317.0,2.8109
14323.0,1.4647
14442.0,0.7887000000000001
14465.0,1.5129
14687.0,3.0489
14722.0,0.049100000000000005
14726.0,0.0395
14749.0,0.1536
14751.0,0.40299999999999997
14848.0,1.1972
14859.0,2.5936
14865.0,2.0993
14868.0,2.2112
14976.0,1.4191
15189.0,2.197
15358.0,0.5046
15430.0,2.1568
15436.0,1.4811
15593.0,0.6442
15669.0,3.1043000000000003
15892.0,0.3582
24649.0,3.5168
24682.0,5.0462
24772.0,2.3333
24797.0,2.5569
24843.0,4.3398
24901.0,2.6688
24904.0,4.9695
24905.0,2.5086
24911.0,3.9095
24916.0,4.0888
25007.0,3.7739
25055.0,3.6368
31306.0,6.0579
36054.0,4.0353
36263.0,5.2631
36272.0,7.4349
39472.0,7.1245
40426.0,7.1245
55552.0,5.9611
55593.0,6.5595
59901.0,18.3087
69798.0,12.4257
82201.0,8.068200000000001
82248.0,18.3617
82929.0,9.9767
85832.0,4.0587
85834.0,4.0882000000000005
85836.0,4.118
85837.0,6.152500000000002
85838.0,8.2479
94029.0,13.2261
94035.0,9.0824
94273.0,25.4347
2991.0,0.0818
4726.0,0.4088
7542.0,0.9604
8259.0,1.2777
9823.0,0.1699
10151.0,3.0959
14189.0,0.2773
14583.0,0.1878
14815.0,1.5054
14940.0,0.7090000000000001
15191.0,1.2721
15520.0,0.1032
15554.0,0.2175
15568.0,0.3168
15590.0,0.3138
24808.0,3.9119
25081.0,4.406300000000001
44649.0,4.2673
55511.0,9.2654
60201.0,24.552
69799.0,12.2772
14252.0,0.8583
14318.0,2.8996
24851.0,4.2715999999999985
66992.0,17.4523
3482.0,0.1527
14329.0,2.2908
15665.0,2.9773
8111.0,1.0289
14796.0,1.9814
8159.0,0.3949
8303.0,2.9358
15432.0,1.9709
24810.0,2.9488
9971.0,0.6978
10149.0,1.4842
10219.0,2.0980000000000003
14981.0,2.2416
14661.0,0.7689
15675.0,2.6975
14778.0,0.5788
15498.0,0.0781
14183.0,0.29929999999999995
93456.0,23.2034
36327.0,4.7625
718.0,0.0378
9850.0,0.4182
10126.0,1.0402
10138.0,2.1439
36004.0,4.93
36015.0,5.257000000000001
82427.0,8.392900000000001
14373.0,0.0923
36356.0,5.42
67037.0,8.0507
68753.0,0.0084
18296.0,0.7
93548.0,11.028
15175.0,1.3544
15918.0,0.4848
3310.0,0.07730000000000001
4738.0,0.4638000000000001
10270.0,2.3369
13007.0,2.3729
24659.0,3.4734
39088.0,2.2257
40668.0,2.7731
40950.0,2.3517
41114.0,2.2197
87487.0,21.2966
6565.0,0.0693
36390.0,3.9928
40949.0,2.2846
24651.0,3.5426
24913.0,2.7171
94214.0,15.6657
98825.0,12.2477
14184.0,0.3004
7469.0,1.0997
43664.0,1.1364
15077.0,0.8935
7065.0,0.4196
15069.0,2.3818
36110.0,3.3895
39894.0,0.1644
43870.0,3.4463
45322.0,11.2448
76160.0,18.4528
12026.0,0.7757000000000001
44681.0,4.914
7474.0,0.5730999999999999
3428.0,0.01
3483.0,0.1133
14464.0,3.1655
14598.0,0.3738
15364.0,0.4247
36003.0,3.2992
36375.0,5.2433000000000005
55312.0,9.6006
82968.0,10.3866
3065.0,0.1149
24638.0,3.5407
24644.0,2.259
7524.0,0.7506
10366.0,2.8849
14188.0,0.1715
24725.0,2.1433
36373.0,7.6869
87458.0,4.274699999999998
93504.0,10.9406
6787.0,0.0002
24966.0,2.2246
36394.0,4.0496
55309.0,8.9715
